TransactionId,Date,Category,Product,Region,Quantity,UnitPrice
T01260,2024-10-20,Home,Mixer,South,3,1253.08
T01261,2024-08-25,Electronics,Headphones,West,5,1705.68
T01262,2024-11-13,Clothing,Hat,North,2,1054.67
T01263,2024-06-22,Clothing,Hat,North,7,1694.8
T01264,2024-12-02,Home,Lamp,South,9,1798.13
T01265,2024-08-11,Home,Blender,East,1,240.13
T01266,2024-02-28,Home,Blender,North,6,1465.02
T01267,2024-03-21,Electronics,Laptop,North,5,615.3
T01268,2024-11-17,Clothing,Jacket,South,2,959.1
T01269,2024-07-11,Clothing,Jacket,North,4,579.31
T01270,2024-05-05,Books,Cookbook,North,7,711.86
T01271,2024-08-12,Electronics,Headphones,North,10,48.98
T01272,2024-09-10,Clothing,T-Shirt,East,7,950.83
T01273,2024-12-06,Books,Comic,South,4,50.49
T01274,2024-08-09,Home,Vacuum,East,2,999.04
T01275,2024-02-17,Books,Magazine,East,9,710.83
T01276,2024-01-07,Home,Toaster,North,1,218.85
T01277,2024-10-15,Clothing,Jeans,West,10,1450.31
T01278,2024-05-08,Electronics,Mouse,West,5,1525.32
T01279,2024-09-18,Home,Blender,South,4,273.08
T01280,2024-04-12,Books,Novel,South,5,288.01
T01281,2024-12-26,Clothing,Hat,North,7,1694.4
T01282,2024-09-30,Books,Comic,East,7,1089.63
T01283,2024-11-02,Clothing,Jacket,North,6,1728.49
T01284,2024-10-04,Clothing,Hat,West,1,653.8
T01285,2024-12-12,Electronics,Mouse,West,10,1669.73
T01286,2024-12-13,Sports,Jersey,West,7,1545.13
T01287,2024-06-10,Clothing,T-Shirt,West,1,1867.71
T01288,2024-06-28,Sports,Ball,West,2,1426.34
T01289,2024-05-27,Clothing,Jeans,North,9,772.93
T01290,2024-07-28,Books,Textbook,South,6,964.23
T01291,2024-06-13,Clothing,Hat,North,1,1652.56
T01292,2024-10-24,Sports,Bat,North,8,1445.48
T01293,2024-06-17,Electronics,Keyboard,North,4,1874.93
T01294,2024-07-16,Electronics,Keyboard,East,10,985.91
T01295,2024-07-31,Home,Mixer,South,6,435.2
T01296,2024-11-29,Books,Novel,South,8,1733.39
T01297,2024-05-08,Sports,Ball,North,2,1564.83
T01298,2024-04-25,Sports,Net,South,6,987.84
T01299,2024-02-25,Electronics,Monitor,West,1,1279.19
T01300,2024-05-19,Electronics,Headphones,North,10,98.04
T01301,2024-02-02,Electronics,Headphones,South,2,623.08
T01302,2024-03-24,Books,Comic,South,1,55.2
T01303,2024-07-13,Books,Textbook,West,8,1470.71
T01304,2024-11-13,Sports,Jersey,East,5,663.16
T01305,2024-07-12,Clothing,T-Shirt,West,1,1892.87
T01306,2024-08-25,Sports,Net,North,7,1170.96
T01307,2024-09-17,Books,Cookbook,East,4,1277.07
T01308,2024-02-08,Sports,Racket,North,6,171.02
T01309,2024-04-06,Books,Magazine,South,5,1502.7
T01310,2024-04-18,Electronics,Laptop,South,3,1842.21
T01311,2024-05-19,Books,Magazine,East,10,480.4
T01312,2024-08-24,Electronics,Laptop,East,7,1543.92
T01313,2024-12-01,Books,Magazine,South,4,1248.03
T01314,2024-01-28,Books,Magazine,South,8,71.55
T01315,2024-05-22,Sports,Ball,South,2,210.55
T01316,2024-04-04,Electronics,Keyboard,East,3,139.86
T01317,2024-04-21,Home,Blender,South,2,1201.86
T01318,2024-05-15,Home,Toaster,West,6,382.52
T01319,2024-04-26,Clothing,T-Shirt,South,6,1770.96
T01320,2024-04-07,Clothing,Socks,East,6,1772.96
T01321,2024-03-29,Electronics,Headphones,East,7,1032.11
T01322,2024-07-21,Electronics,Monitor,South,6,1864.81
T01323,2024-11-17,Sports,Jersey,East,9,127.72
T01324,2024-04-11,Clothing,Jeans,West,9,1314.53
T01325,2024-12-06,Clothing,Socks,South,2,651.97
T01326,2024-10-17,Books,Textbook,South,5,1576.35
T01327,2024-05-06,Sports,Jersey,East,2,129.46
T01328,2024-11-17,Books,Textbook,North,7,1615.92
T01329,2024-12-17,Electronics,Keyboard,North,9,20.68
T01330,2024-09-11,Electronics,Headphones,North,4,1698.53
T01331,2024-02-16,Sports,Bat,East,9,879.45
T01332,2024-03-28,Clothing,Jacket,East,6,458.81
T01333,2024-04-02,Sports,Net,South,3,1046.98
T01334,2024-01-04,Books,Cookbook,North,1,1573.64
T01335,2024-02-05,Sports,Ball,North,6,132.78
T01336,2024-12-07,Electronics,Mouse,North,10,13.26
T01337,2024-01-04,Electronics,Mouse,South,8,1752.44
T01338,2024-03-07,Home,Mixer,South,3,107.33
T01339,2024-01-14,Home,Mixer,South,7,1564.48
T01340,2024-08-11,Books,Comic,South,5,743.25
T01341,2024-09-18,Sports,Bat,West,3,1997.46
T01342,2024-12-07,Home,Vacuum,North,5,1528.31
T01343,2024-04-05,Electronics,Monitor,South,8,778.62
T01344,2024-01-15,Clothing,Jeans,North,8,741.88
T01345,2024-11-06,Books,Novel,North,1,699.51
T01346,2024-06-28,Home,Blender,South,3,1604.36
T01347,2024-11-19,Electronics,Keyboard,North,1,498.06
T01348,2024-10-09,Electronics,Laptop,South,2,1923.88
T01349,2024-05-19,Books,Cookbook,North,6,1936.02
T01350,2024-11-08,Books,Comic,North,3,1218.57
T01351,2024-07-11,Books,Comic,West,6,1208.0
T01352,2024-01-22,Electronics,Keyboard,West,6,1357.88
T01353,2024-01-23,Home,Mixer,West,7,1430.16
T01354,2024-04-13,Clothing,Jacket,South,5,950.05
T01355,2024-09-28,Electronics,Keyboard,West,9,833.68
T01356,2024-01-23,Sports,Jersey,West,3,842.86
T01357,2024-11-01,Books,Cookbook,South,2,536.32
T01358,2024-04-19,Clothing,T-Shirt,North,9,1133.49
T01359,2024-04-07,Books,Novel,North,2,162.83
T01360,2024-01-01,Sports,Racket,North,2,872.39
T01361,2024-03-09,Books,Textbook,West,5,1001.06
T01362,2024-09-13,Electronics,Keyboard,South,1,1914.81
T01363,2024-05-14,Electronics,Laptop,West,3,561.29
T01364,2024-10-09,Home,Blender,North,6,1215.21
T01365,2024-02-27,Sports,Jersey,East,3,337.34
T01366,2024-03-29,Sports,Net,South,1,468.72
T01367,2024-07-23,Clothing,Socks,West,4,949.23
T01368,2024-02-25,Clothing,T-Shirt,West,4,62.43
T01369,2024-12-11,Home,Toaster,North,6,24.55
T01370,2024-06-19,Sports,Ball,South,5,613.36
T01371,2024-01-26,Home,Vacuum,South,2,372.16
T01372,2024-12-29,Electronics,Mouse,East,3,977.33
T01373,2024-12-04,Electronics,Mouse,North,9,1901.79
T01374,2024-05-03,Home,Blender,North,5,580.28
T01375,2024-12-10,Sports,Ball,East,9,1238.36
T01376,2024-05-13,Electronics,Keyboard,East,1,883.63
T01377,2024-07-13,Clothing,T-Shirt,North,5,1388.01
T01378,2024-01-20,Clothing,T-Shirt,East,4,581.74
T01379,2024-01-05,Clothing,Socks,West,3,202.53
T01380,2024-05-05,Home,Mixer,South,6,592.74
T01381,2024-10-19,Sports,Net,North,4,287.02
T01382,2024-03-25,Sports,Ball,North,2,1789.85
T01383,2024-08-08,Clothing,T-Shirt,South,2,743.23
T01384,2024-08-30,Home,Toaster,East,2,982.73
T01385,2024-11-06,Clothing,Hat,West,2,1899.64
T01386,2024-08-06,Books,Cookbook,East,1,187.39
T01387,2024-08-10,Sports,Ball,East,3,398.77
T01388,2024-03-28,Sports,Bat,South,7,610.62
T01389,2024-08-24,Electronics,Monitor,West,6,427.16
T01390,2024-10-16,Clothing,T-Shirt,South,7,1280.02
T01391,2024-06-27,Books,Novel,South,2,1871.59
T01392,2024-05-16,Home,Lamp,North,7,966.33
T01393,2024-01-25,Electronics,Headphones,South,10,295.68
T01394,2024-07-19,Clothing,Jacket,North,3,225.24
T01395,2024-11-06,Electronics,Mouse,East,6,1635.24
T01396,2024-02-14,Home,Mixer,East,7,837.23
T01397,2024-01-07,Clothing,Socks,East,5,580.6
T01398,2024-03-18,Electronics,Keyboard,North,3,567.92
T01399,2024-04-29,Books,Cookbook,West,1,243.48
T01400,2024-04-23,Home,Mixer,South,8,998.64
T01401,2024-09-21,Books,Cookbook,South,5,1312.02
T01402,2024-08-22,Sports,Jersey,South,8,1429.66
T01403,2024-07-08,Electronics,Headphones,North,4,126.12
T01404,2024-08-13,Books,Novel,East,10,1619.54
T01405,2024-10-21,Home,Blender,East,4,63.35
T01406,2024-04-02,Books,Textbook,South,6,1635.46
T01407,2024-06-23,Clothing,Hat,South,10,634.6
T01408,2024-05-05,Home,Lamp,West,2,1788.0
T01409,2024-10-05,Clothing,Jacket,North,4,1626.21
T01410,2024-05-09,Home,Vacuum,South,9,1735.07
T01411,2024-03-26,Electronics,Headphones,East,7,778.18
T01412,2024-01-12,Books,Cookbook,South,9,1348.24
T01413,2024-09-06,Sports,Net,East,5,385.03
T01414,2024-10-29,Clothing,T-Shirt,East,2,1074.25
T01415,2024-08-08,Books,Textbook,East,10,1698.11
T01416,2024-04-16,Clothing,Socks,West,8,1165.58
T01417,2024-11-08,Home,Toaster,South,9,411.27
T01418,2024-11-08,Books,Novel,West,2,459.46
T01419,2024-05-09,Home,Toaster,South,5,1816.09
T01420,2024-12-17,Home,Lamp,North,3,1994.66
T01421,2024-01-21,Sports,Jersey,East,3,1124.53
T01422,2024-06-14,Electronics,Headphones,South,6,540.81
T01423,2024-07-28,Home,Vacuum,West,8,428.49
T01424,2024-01-29,Books,Novel,North,2,1649.13
T01425,2024-11-25,Home,Vacuum,West,1,1077.45
T01426,2024-12-03,Clothing,Socks,East,6,853.56
T01427,2024-11-06,Sports,Jersey,East,3,935.1
T01428,2024-06-06,Electronics,Keyboard,North,2,1301.78
T01429,2024-05-02,Electronics,Mouse,South,7,368.4
T01430,2024-09-09,Home,Blender,South,2,1748.38
T01431,2024-09-30,Home,Blender,North,4,1478.76
T01432,2024-10-21,Sports,Racket,East,2,1861.61
T01433,2024-01-24,Home,Lamp,West,5,1180.51
T01434,2024-09-25,Sports,Ball,North,9,1608.3
T01435,2024-03-05,Sports,Net,South,8,921.23
T01436,2024-02-11,Clothing,Socks,North,3,1758.69
T01437,2024-09-10,Books,Textbook,North,8,1007.57
T01438,2024-01-30,Books,Magazine,West,8,1038.77
T01439,2024-12-30,Clothing,Socks,East,7,1993.75
T01440,2024-04-18,Sports,Ball,North,1,1071.33
T01441,2024-10-30,Electronics,Headphones,North,8,552.19
T01442,2024-02-19,Clothing,Jeans,East,7,1944.64
T01443,2024-12-09,Clothing,Hat,West,2,1523.79
T01444,2024-08-16,Sports,Net,East,10,293.13
T01445,2024-04-08,Clothing,T-Shirt,East,2,1408.46
T01446,2024-10-22,Sports,Racket,West,3,352.55
T01447,2024-08-17,Electronics,Laptop,West,1,1588.21
T01448,2024-10-03,Sports,Bat,East,5,1202.21
T01449,2024-10-08,Clothing,Jeans,East,6,1542.03
T01450,2024-10-22,Sports,Ball,West,6,1715.39
T01451,2024-09-10,Electronics,Monitor,East,1,1730.95
T01452,2024-11-16,Home,Toaster,South,1,1932.89
T01453,2024-05-02,Sports,Bat,East,7,349.01
T01454,2024-07-08,Clothing,Jacket,South,10,1247.41
T01455,2024-07-11,Books,Textbook,North,10,1321.88
T01456,2024-05-06,Home,Blender,West,8,1917.88
T01457,2024-01-11,Electronics,Monitor,East,9,1371.05
T01458,2024-05-27,Clothing,Jacket,South,3,567.72
T01459,2024-09-24,Clothing,Socks,West,10,14.6
T01460,2024-11-13,Electronics,Laptop,East,9,452.28
T01461,2024-09-02,Sports,Ball,East,9,1528.82
T01462,2024-05-07,Home,Mixer,West,4,24.37
T01463,2024-06-28,Books,Novel,North,9,1535.17
T01464,2024-05-04,Books,Novel,South,9,1326.37
T01465,2024-02-10,Sports,Net,South,2,1740.97
T01466,2024-04-29,Home,Toaster,South,2,1338.58
T01467,2024-04-21,Books,Novel,East,2,435.84
T01468,2024-09-04,Clothing,Socks,South,6,1867.75
T01469,2024-09-21,Clothing,Jacket,North,3,1338.61
T01470,2024-12-31,Electronics,Keyboard,North,10,581.59
T01471,2024-11-08,Books,Novel,South,3,860.2
T01472,2024-02-23,Electronics,Keyboard,West,1,1295.23
T01473,2024-08-14,Electronics,Monitor,South,2,1393.25
T01474,2024-04-04,Clothing,Hat,West,5,1554.51
T01475,2024-05-31,Home,Toaster,West,7,225.32
T01476,2024-05-03,Clothing,T-Shirt,East,2,1934.21
T01477,2024-12-09,Electronics,Monitor,East,4,1322.21
T01478,2024-03-06,Electronics,Mouse,East,9,1204.54
T01479,2024-10-14,Home,Blender,East,2,1255.44
T01480,2024-03-07,Sports,Ball,South,8,910.77
T01481,2024-09-16,Clothing,Jeans,South,4,86.26
T01482,2024-11-18,Clothing,T-Shirt,West,7,1480.56
T01483,2024-09-26,Clothing,Jacket,East,1,1670.6
T01484,2024-07-26,Books,Comic,North,4,1541.49
T01485,2024-07-16,Electronics,Monitor,West,3,715.61
T01486,2024-04-07,Home,Vacuum,West,7,69.34
T01487,2024-09-03,Books,Comic,North,2,807.76
T01488,2024-04-06,Clothing,Jeans,South,5,948.98
T01489,2024-12-17,Books,Comic,East,6,1204.53
T01490,2024-09-11,Home,Toaster,South,8,1780.28
T01491,2024-11-09,Clothing,Jeans,West,10,1801.91
T01492,2024-09-27,Sports,Bat,East,2,473.57
T01493,2024-05-29,Sports,Racket,East,2,1646.15
T01494,2024-08-28,Clothing,Jeans,North,2,399.24
T01495,2024-03-24,Books,Magazine,South,2,1516.01
T01496,2024-03-30,Electronics,Keyboard,West,6,796.17
T01497,2024-01-29,Home,Lamp,West,1,647.07
T01498,2024-05-30,Electronics,Keyboard,East,10,1118.37
T01499,2024-02-07,Home,Lamp,North,2,588.1
T01500,2024-04-15,Sports,Jersey,West,1,654.45
T01501,2024-11-24,Sports,Bat,South,6,655.57
T01502,2024-09-17,Sports,Bat,North,6,133.49
T01503,2024-12-08,Clothing,Jacket,South,2,1076.22
T01504,2024-08-23,Clothing,Jacket,North,2,1343.31
T01505,2024-01-22,Home,Blender,South,4,415.09
T01506,2024-10-17,Electronics,Monitor,West,8,45.34
T01507,2024-11-25,Clothing,Jeans,East,7,1934.2
T01508,2024-08-29,Home,Blender,North,10,1903.24
T01509,2024-09-04,Clothing,Jacket,West,6,1921.41
T01510,2024-09-26,Clothing,Jeans,North,3,731.59
T01511,2024-05-10,Home,Blender,North,10,559.61
T01512,2024-08-14,Sports,Ball,East,2,1669.11
T01513,2024-07-11,Electronics,Monitor,West,3,291.85
T01514,2024-01-17,Books,Cookbook,South,9,486.8
T01515,2024-01-20,Clothing,Jacket,West,1,735.11
T01516,2024-02-11,Electronics,Headphones,South,9,810.58
T01517,2024-02-03,Home,Toaster,West,6,1156.62
T01518,2024-01-29,Sports,Jersey,North,7,229.76
T01519,2024-01-22,Home,Toaster,West,8,1748.49
T01520,2024-10-17,Clothing,Jacket,East,9,721.38
T01521,2024-08-10,Books,Cookbook,West,7,1877.09
T01522,2024-09-02,Books,Cookbook,East,6,57.55
T01523,2024-02-21,Clothing,Jacket,North,3,1758.54
T01524,2024-01-31,Home,Lamp,East,1,1916.64
T01525,2024-06-17,Home,Vacuum,East,8,488.59
T01526,2024-07-02,Electronics,Mouse,North,1,1292.72
T01527,2024-02-21,Home,Blender,East,3,1498.48
T01528,2024-08-16,Clothing,Jeans,North,10,1816.44
T01529,2024-07-05,Books,Cookbook,West,10,224.12
T01530,2024-03-08,Home,Vacuum,East,4,1101.1
T01531,2024-04-01,Clothing,Jeans,East,6,99.86
T01532,2024-01-02,Books,Cookbook,North,4,745.84
T01533,2024-04-30,Books,Cookbook,East,8,284.59
T01534,2024-03-28,Electronics,Laptop,West,8,644.39
T01535,2024-06-27,Electronics,Headphones,North,6,463.64
T01536,2024-09-13,Sports,Racket,South,8,1294.57
T01537,2024-03-23,Books,Magazine,South,4,357.06
T01538,2024-09-21,Clothing,T-Shirt,West,3,1869.79
T01539,2024-09-30,Sports,Jersey,East,7,1346.14
T01540,2024-09-03,Books,Textbook,West,7,1629.27
T01541,2024-11-05,Clothing,Jeans,East,10,186.3
T01542,2024-10-10,Clothing,Hat,South,4,1644.01
T01543,2024-09-26,Home,Lamp,South,10,1106.06
T01544,2024-06-12,Clothing,Hat,East,3,318.4
T01545,2024-11-01,Books,Textbook,West,5,1582.24
T01546,2024-12-08,Clothing,Socks,West,10,123.63
T01547,2024-07-20,Books,Textbook,North,9,427.91
T01548,2024-12-11,Electronics,Monitor,West,10,1874.45
T01549,2024-08-13,Home,Mixer,South,4,481.15
T01550,2024-06-01,Electronics,Mouse,South,3,118.76
T01551,2024-05-06,Clothing,Socks,East,9,1741.57
T01552,2024-03-22,Home,Vacuum,North,3,783.62
T01553,2024-02-21,Electronics,Laptop,West,3,1585.94
T01554,2024-07-11,Books,Magazine,North,10,1240.55
T01555,2024-01-05,Home,Toaster,West,5,981.15
T01556,2024-06-09,Clothing,T-Shirt,East,4,921.14
T01557,2024-02-23,Sports,Racket,South,10,1742.73
T01558,2024-04-15,Clothing,Jeans,North,3,1251.63
T01559,2024-08-11,Clothing,T-Shirt,South,6,1302.59
T01560,2024-09-19,Sports,Bat,East,4,30.64
T01561,2024-11-26,Electronics,Laptop,East,7,1021.99
T01562,2024-05-29,Electronics,Keyboard,East,3,1233.69
T01563,2024-10-28,Clothing,Hat,West,10,1256.51
T01564,2024-06-10,Home,Mixer,North,7,1703.93
T01565,2024-07-19,Home,Blender,South,1,1893.34
T01566,2024-09-06,Books,Comic,South,5,1126.71
T01567,2024-05-19,Clothing,Jacket,West,4,416.27
T01568,2024-12-04,Sports,Racket,North,5,268.72
T01569,2024-03-03,Clothing,T-Shirt,North,10,1878.86
T01570,2024-11-06,Electronics,Monitor,South,9,701.67
T01571,2024-12-17,Clothing,Jacket,West,8,359.05
T01572,2024-09-25,Home,Vacuum,West,4,1512.68
T01573,2024-12-12,Clothing,Jeans,South,4,906.83
T01574,2024-01-17,Books,Cookbook,West,9,10.77
T01575,2024-01-26,Clothing,T-Shirt,North,1,143.75
T01576,2024-02-01,Clothing,Hat,North,4,966.12
T01577,2024-01-31,Electronics,Headphones,South,1,1055.5
T01578,2024-05-22,Sports,Ball,South,2,1318.53
T01579,2024-01-08,Sports,Net,South,8,962.8
T01580,2024-09-30,Home,Vacuum,West,6,1250.38
T01581,2024-09-07,Clothing,Jeans,East,6,47.28
T01582,2024-05-20,Clothing,Hat,South,7,1965.31
T01583,2024-07-05,Electronics,Monitor,West,9,820.24
T01584,2024-10-13,Sports,Net,West,10,199.01
T01585,2024-01-08,Sports,Net,North,6,1380.51
T01586,2024-07-19,Electronics,Headphones,South,5,370.41
T01587,2024-08-07,Sports,Net,North,5,1166.62
T01588,2024-03-15,Books,Comic,South,3,81.96
T01589,2024-10-07,Books,Novel,East,9,1062.57
T01590,2024-04-09,Clothing,T-Shirt,South,3,321.53
T01591,2024-08-17,Books,Novel,South,10,1640.84
T01592,2024-07-31,Home,Mixer,South,5,289.71
T01593,2024-12-27,Books,Cookbook,West,1,1871.26
T01594,2024-01-25,Home,Blender,East,9,430.11
T01595,2024-11-03,Sports,Jersey,North,3,414.06
T01596,2024-04-16,Books,Cookbook,North,6,1627.36
T01597,2024-01-20,Books,Textbook,South,5,1393.01
T01598,2024-10-03,Clothing,Jeans,South,7,812.26
T01599,2024-06-12,Books,Comic,North,4,742.39
T01600,2024-03-16,Electronics,Keyboard,North,4,464.29
T01601,2024-11-02,Home,Mixer,East,3,1171.61
T01602,2024-04-16,Electronics,Headphones,South,8,1507.23
T01603,2024-02-14,Books,Comic,North,6,789.25
T01604,2024-12-07,Books,Comic,South,4,740.14
T01605,2024-12-19,Electronics,Mouse,North,6,1146.96
T01606,2024-09-15,Sports,Net,West,3,390.28
T01607,2024-12-10,Clothing,T-Shirt,West,4,341.18
T01608,2024-09-07,Electronics,Monitor,South,10,477.69
T01609,2024-02-03,Clothing,T-Shirt,South,4,1787.11
T01610,2024-01-11,Books,Magazine,West,8,1487.45
T01611,2024-08-09,Home,Toaster,South,5,701.76
T01612,2024-04-09,Electronics,Headphones,South,3,235.05
T01613,2024-06-09,Clothing,Hat,West,2,1699.81
T01614,2024-12-28,Clothing,Jacket,South,2,1471.6
T01615,2024-08-15,Books,Magazine,South,4,1159.83
T01616,2024-02-01,Electronics,Laptop,North,4,232.87
T01617,2024-06-23,Home,Mixer,North,3,545.49
T01618,2024-08-02,Home,Toaster,North,1,1513.5
T01619,2024-02-12,Books,Textbook,North,6,1071.51
T01620,2024-12-19,Clothing,Hat,East,7,1106.9
T01621,2024-07-10,Sports,Net,West,6,911.07
T01622,2024-03-08,Clothing,T-Shirt,West,6,398.93
T01623,2024-06-26,Clothing,Socks,South,8,214.9
T01624,2024-11-08,Sports,Ball,East,3,78.6
T01625,2024-06-14,Sports,Bat,North,2,1644.72
T01626,2024-04-04,Clothing,Jeans,North,5,1056.19
T01627,2024-03-05,Home,Blender,North,7,1375.42
T01628,2024-03-07,Home,Lamp,West,8,381.47
T01629,2024-11-12,Home,Blender,South,10,1217.59
T01630,2024-03-14,Home,Blender,South,10,70.93
T01631,2024-08-24,Sports,Bat,South,7,1871.28
T01632,2024-10-19,Books,Magazine,West,8,548.38
T01633,2024-08-29,Clothing,T-Shirt,North,1,482.41
T01634,2024-06-15,Clothing,Hat,North,8,455.5
T01635,2024-07-13,Clothing,Jeans,North,9,1866.38
T01636,2024-03-22,Home,Lamp,East,10,722.13
T01637,2024-05-08,Clothing,Socks,North,8,456.04
T01638,2024-07-16,Sports,Net,North,4,883.72
T01639,2024-07-29,Sports,Net,East,7,1098.51
T01640,2024-05-17,Electronics,Headphones,South,9,554.44
T01641,2024-11-24,Clothing,Hat,South,6,1149.32
T01642,2024-09-08,Home,Lamp,East,7,302.61
T01643,2024-09-21,Sports,Jersey,South,7,1282.39
T01644,2024-05-21,Electronics,Headphones,West,5,1374.99
T01645,2024-02-23,Sports,Bat,South,4,186.85
T01646,2024-05-22,Sports,Ball,South,1,1036.98
T01647,2024-05-04,Books,Comic,North,6,1426.41
T01648,2024-11-21,Sports,Jersey,East,4,1137.33
T01649,2024-09-08,Books,Comic,West,10,458.13
T01650,2024-01-10,Electronics,Laptop,North,2,423.5
T01651,2024-12-23,Sports,Jersey,East,10,1941.41
T01652,2024-06-06,Clothing,Jeans,West,10,1800.11
T01653,2024-08-26,Sports,Net,East,7,659.6
T01654,2024-01-02,Clothing,T-Shirt,South,3,1119.86
T01655,2024-03-10,Electronics,Mouse,West,3,1439.13
T01656,2024-08-18,Home,Lamp,East,1,1079.69
T01657,2024-09-07,Books,Comic,North,5,129.52
T01658,2024-07-09,Clothing,Socks,North,6,1301.91
T01659,2024-01-22,Sports,Net,South,10,188.06
T01660,2024-10-04,Sports,Ball,South,7,1354.44
T01661,2024-09-08,Home,Blender,East,6,1605.65
T01662,2024-06-29,Sports,Ball,East,4,1662.17
T01663,2024-05-31,Clothing,Socks,North,2,280.75
T01664,2024-03-26,Home,Blender,West,2,77.1
T01665,2024-10-17,Clothing,T-Shirt,West,5,1003.36
T01666,2024-03-21,Books,Cookbook,North,9,1567.63
T01667,2024-02-01,Books,Textbook,South,7,1653.58
T01668,2024-12-14,Books,Novel,South,9,1854.71
T01669,2024-11-18,Books,Textbook,West,5,1143.43
T01670,2024-03-29,Books,Comic,North,2,842.85
T01671,2024-08-16,Electronics,Keyboard,South,2,1692.29
T01672,2024-04-13,Home,Vacuum,South,7,1137.78
T01673,2024-01-01,Sports,Net,South,10,56.89
T01674,2024-12-25,Clothing,Jacket,East,9,402.88
T01675,2024-09-13,Clothing,Socks,East,4,383.04
T01676,2024-05-01,Sports,Jersey,East,2,975.42
T01677,2024-06-03,Electronics,Laptop,West,2,1874.69
T01678,2024-01-13,Books,Magazine,South,8,328.38
T01679,2024-12-14,Clothing,Hat,South,10,1048.53
T01680,2024-02-15,Electronics,Headphones,North,7,1776.84
T01681,2024-03-10,Books,Textbook,East,3,599.46
T01682,2024-11-15,Sports,Racket,West,6,1806.02
T01683,2024-07-11,Books,Novel,South,1,1349.14
T01684,2024-04-17,Books,Comic,North,8,234.08
T01685,2024-03-14,Books,Magazine,West,1,973.07
T01686,2024-02-20,Sports,Net,North,10,1039.44
T01687,2024-02-16,Clothing,Jeans,West,9,1039.39
T01688,2024-05-05,Home,Lamp,South,9,1609.67
T01689,2024-01-25,Clothing,Socks,West,10,1692.14
T01690,2024-10-18,Sports,Net,South,2,1587.42
T01691,2024-08-09,Clothing,Hat,West,1,1233.11
T01692,2024-03-30,Sports,Jersey,North,2,1156.41
T01693,2024-12-31,Books,Cookbook,North,3,1735.75
T01694,2024-07-06,Electronics,Mouse,North,2,1057.82
T01695,2024-03-26,Home,Toaster,South,3,846.69
T01696,2024-08-06,Home,Blender,West,5,880.61
T01697,2024-11-29,Home,Lamp,East,9,1602.25
T01698,2024-11-09,Sports,Jersey,South,3,783.65
T01699,2024-02-14,Books,Cookbook,North,10,617.82
T01700,2024-03-03,Home,Lamp,South,8,1280.46
T01701,2024-01-09,Books,Magazine,South,8,1820.44
T01702,2024-10-27,Home,Lamp,North,8,1747.68
T01703,2024-08-22,Home,Toaster,East,3,786.73
T01704,2024-03-29,Home,Toaster,West,3,180.05
T01705,2024-02-10,Electronics,Keyboard,North,2,428.14
T01706,2024-06-19,Sports,Bat,West,1,483.22
T01707,2024-02-15,Sports,Jersey,North,9,1643.74
T01708,2024-11-15,Books,Novel,South,10,1049.9
T01709,2024-03-11,Clothing,Jeans,West,5,1017.26
T01710,2024-09-01,Home,Toaster,West,10,698.6
T01711,2024-11-09,Sports,Bat,North,1,1391.68
T01712,2024-05-14,Sports,Bat,East,3,437.98
T01713,2024-04-05,Electronics,Laptop,East,4,1776.05
T01714,2024-09-24,Books,Magazine,West,6,749.96
T01715,2024-04-05,Home,Blender,East,1,301.54
T01716,2024-08-22,Clothing,Socks,East,7,1585.66
T01717,2024-10-06,Books,Cookbook,North,9,1509.62
T01718,2024-05-06,Sports,Bat,West,8,305.88
T01719,2024-07-26,Books,Textbook,South,4,1246.18
T01720,2024-07-24,Sports,Bat,East,10,1116.36
T01721,2024-11-26,Clothing,Socks,East,1,1847.42
T01722,2024-06-27,Sports,Jersey,West,9,679.51
T01723,2024-01-16,Home,Lamp,North,5,1756.66
T01724,2024-11-18,Sports,Jersey,North,10,1929.23
T01725,2024-02-23,Home,Lamp,South,2,797.5
T01726,2024-12-19,Sports,Jersey,South,4,587.78
T01727,2024-01-08,Clothing,Socks,North,2,925.26
T01728,2024-11-26,Clothing,Jeans,North,4,1601.98
T01729,2024-03-02,Home,Lamp,South,8,527.25
T01730,2024-06-30,Books,Novel,East,2,496.6
T01731,2024-03-26,Electronics,Monitor,West,5,1045.61
T01732,2024-11-28,Sports,Net,North,5,1567.19
T01733,2024-06-26,Home,Blender,East,2,1849.06
T01734,2024-04-05,Home,Mixer,North,5,465.36
T01735,2024-09-05,Electronics,Laptop,South,7,65.58
T01736,2024-03-11,Clothing,Jacket,West,7,674.25
T01737,2024-06-06,Clothing,T-Shirt,East,10,883.13
T01738,2024-02-24,Clothing,Jacket,South,9,288.86
T01739,2024-03-04,Books,Magazine,West,8,978.89
T01740,2024-10-09,Home,Lamp,East,6,657.23
T01741,2024-11-12,Electronics,Mouse,East,4,461.82
T01742,2024-11-17,Home,Toaster,East,5,1217.68
T01743,2024-07-27,Home,Vacuum,South,2,1048.69
T01744,2024-09-17,Home,Toaster,North,5,611.49
T01745,2024-11-02,Books,Comic,West,5,609.26
T01746,2024-04-20,Home,Lamp,East,6,1321.77
T01747,2024-04-14,Clothing,Jeans,North,7,1075.29
T01748,2024-08-16,Home,Vacuum,West,7,942.17
T01749,2024-12-11,Home,Mixer,North,2,1593.66
T01750,2024-09-02,Books,Novel,West,7,995.0
T01751,2024-05-28,Books,Novel,South,7,305.58
